Pathway,Overlap Size,Pathway Size,Enrichment Ratio,P-value,FDR,Study,Time Point,Contrast,Regulation,Ionization Mode
Starch and Sucrose Metabolism,0,5,0,0.643727417864045,0.643727417864045,Mumta-LW,2 mo.,BEP+ExBf,Upregulated,Positive
Trihydroxycoprostanoyl-CoA beta-oxidation,0,2,0,0.643727417864045,0.643727417864045,Mumta-LW,2 mo.,BEP+ExBf,Upregulated,Positive
Omega-6 fatty acid metabolism,0,6,0,0.643727417864045,0.643727417864045,Mumta-LW,2 mo.,BEP+ExBf,Upregulated,Positive
Selenoamino acid metabolism,0,7,0,0.643727417864045,0.643727417864045,Mumta-LW,2 mo.,BEP+ExBf,Upregulated,Positive
Carnitine shuttle,2,16,-0.125,0.643811444416436,0.739433661036888,ELICIT,5 mo.,Nico+Az.,Downregulated,Negative
Nitrogen metabolism,1,10,0.1,0.643979497521217,0.787496849004285,MISAME,14-21 days,IFA/BEP,Upregulated,Negative
Aminosugars metabolism,10,76,0.132,0.644147550625998,0.738761448617763,MISAME,1-2 mo.,IFA/BEP,Upregulated,Negative
Beta-Alanine metabolism,7,46,0.152,0.64439963028317,0.793546760776405,MISAME,3-4 mo.,BEP/IFA,Upregulated,Negative
Glycosphingolipid biosynthesis - globoseries,2,19,0.105,0.64448365683556,0.771783883707252,ELICIT,1 mo.,Az.,Upregulated,Negative
Leukotriene metabolism,2,24,0.083,0.644567683387951,0.736408705150828,MISAME,1-2 mo.,BEP/IFA,Upregulated,Negative
Drug metabolism - cytochrome P450,2,19,-0.105,0.645239895807075,0.772708175783548,MISAME,14-21 days,BEP/BEP,Downregulated,Negative
Caffeine metabolism,2,14,-0.143,0.645660028569028,0.840181497353164,MISAME,1-2 mo.,IFA/BEP,Downregulated,Negative
Pentose and Glucuronate Interconversions,2,14,-0.143,0.645660028569028,0.840181497353164,MISAME,1-2 mo.,IFA/BEP,Downregulated,Negative
N-Glycan Degradation,2,14,-0.143,0.645660028569028,0.840181497353164,MISAME,1-2 mo.,IFA/BEP,Downregulated,Negative
Tryptophan metabolism,7,45,0.156,0.645660028569028,0.749012688009411,Mumta-LW,2 mo.,BEP+ExBf+AZT,Upregulated,Negative
Carnitine shuttle,1,9,-0.111,0.646416267540543,0.746743971094866,ELICIT,1 mo.,Nico+Az.,Downregulated,Negative
Purine metabolism,6,32,-0.188,0.646920426854886,0.743971094865978,Mumta-LW,1.5 mo.,BEP+ExBf+AZT,Downregulated,Positive
Tryptophan metabolism,9,62,0.145,0.647172506512058,0.800857070834384,MISAME,14-21 days,BEP/BEP,Upregulated,Negative
"Valine, leucine and isoleucine degradation",9,62,0.145,0.647172506512058,0.800857070834384,MISAME,14-21 days,BEP/BEP,Upregulated,Negative
Leukotriene metabolism,7,33,0.212,0.647172506512058,0.809091672968658,Mumta-LW,2 mo.,BEP+ExBf,Upregulated,Negative
Fatty Acid Metabolism,6,40,-0.15,0.647592639274011,0.808503487101924,MISAME,14-21 days,BEP/IFA,Downregulated,Negative
Arachidonic acid metabolism,5,42,0.119,0.647592639274011,0.771783883707252,ELICIT,1 mo.,Az.,Upregulated,Negative
"Valine, leucine and isoleucine degradation",9,63,0.143,0.647676665826401,0.704142509032854,Mumta-LW,1.5 mo.,BEP,Upregulated,Negative
Pentose phosphate pathway,7,52,0.135,0.648096798588354,0.778421981346105,MISAME,14-21 days,BEP/IFA,Upregulated,Negative
Alanine and Aspartate Metabolism,7,46,-0.152,0.648180825140745,0.808503487101924,MISAME,14-21 days,BEP/IFA,Downregulated,Negative
Tyrosine metabolism,23,132,-0.174,0.648180825140745,0.840181497353164,MISAME,1-2 mo.,IFA/BEP,Downregulated,Negative
Aminosugars metabolism,4,41,-0.098,0.648180825140745,0.71867910259642,Mumta-LW,1.5 mo.,BEP+ExBf,Downregulated,Negative
Purine metabolism,7,61,0.115,0.648853037559869,0.747584236618772,ELICIT,5 mo.,Az.,Upregulated,Negative
Aspartate and asparagine metabolism,11,75,0.147,0.64902109066465,0.704142509032854,Mumta-LW,1.5 mo.,BEP,Upregulated,Negative
Caffeine metabolism,1,14,0.071,0.649105117217041,0.736408705150828,MISAME,1-2 mo.,BEP/IFA,Upregulated,Negative
Di-unsaturated fatty acid beta-oxidation,1,8,-0.125,0.649357196874212,0.761700697420385,ELICIT,1 mo.,Az.,Downregulated,Negative
Glycosphingolipid biosynthesis - ganglioseries,1,12,-0.083,0.649357196874212,0.74439122762793,ELICIT,5 mo.,Az.,Downregulated,Negative
Nitrogen metabolism,1,12,-0.083,0.649357196874212,0.74439122762793,ELICIT,5 mo.,Az.,Downregulated,Negative
Alanine and Aspartate Metabolism,8,51,0.157,0.649525249978994,0.749012688009411,Mumta-LW,2 mo.,BEP+ExBf+AZT,Upregulated,Negative
Phytanic acid peroxisomal oxidation,3,25,-0.12,0.649693303083775,0.749936980085707,ELICIT,1 mo.,Nico,Downregulated,Negative
TCA cycle,1,41,-0.024,0.649777329636165,0.653222418284178,Mumta-LW,2 mo.,BEP+ExBf+AZT,Downregulated,Negative
Leukotriene metabolism,3,29,0.103,0.650029409293337,0.76102848500126,MISAME,1-2 mo.,BEP/BEP,Upregulated,Negative
Purine metabolism,2,61,-0.033,0.650197462398118,0.653222418284178,Mumta-LW,2 mo.,BEP+ExBf+AZT,Downregulated,Negative
Prostaglandin formation from arachidonate,5,39,0.128,0.650365515502899,0.704142509032854,Mumta-LW,1.5 mo.,BEP,Upregulated,Negative
Histidine metabolism,5,34,0.147,0.650617595160071,0.749012688009411,Mumta-LW,2 mo.,BEP+ExBf+AZT,Upregulated,Negative
Vitamin B9 (folate) metabolism,3,22,0.136,0.650617595160071,0.749012688009411,Mumta-LW,2 mo.,BEP+ExBf+AZT,Upregulated,Negative
Leukotriene metabolism,3,25,0.12,0.650953701369633,0.778421981346105,MISAME,14-21 days,BEP/IFA,Upregulated,Negative
Starch and Sucrose Metabolism,3,25,0.12,0.650953701369633,0.778421981346105,MISAME,14-21 days,BEP/IFA,Upregulated,Negative
Glycosphingolipid biosynthesis - lactoseries,2,12,-0.167,0.650953701369633,0.827241408285018,MISAME,3-4 mo.,BEP/IFA,Downregulated,Negative
Blood Group Biosynthesis,2,12,-0.167,0.650953701369633,0.827241408285018,MISAME,3-4 mo.,BEP/IFA,Downregulated,Negative
Glycosphingolipid biosynthesis - neolactoseries,2,12,-0.167,0.650953701369633,0.827241408285018,MISAME,3-4 mo.,BEP/IFA,Downregulated,Negative
Nitrogen metabolism,2,12,-0.167,0.650953701369633,0.827241408285018,MISAME,3-4 mo.,BEP/IFA,Downregulated,Negative
Purine metabolism,3,25,-0.12,0.651121754474414,0.674901268800941,MISAME,14-21 days,IFA/BEP,Downregulated,Positive
Tryptophan metabolism,3,18,-0.167,0.651541887236367,0.743971094865978,Mumta-LW,1.5 mo.,BEP+ExBf+AZT,Downregulated,Positive
Saturated fatty acids beta-oxidation,1,10,-0.1,0.65196201999832,0.749936980085707,ELICIT,1 mo.,Nico,Downregulated,Negative
Polyunsaturated fatty acid biosynthesis,1,10,-0.1,0.65196201999832,0.749936980085707,ELICIT,1 mo.,Nico,Downregulated,Negative
Drug metabolism - other enzymes,1,10,-0.1,0.65196201999832,0.749936980085707,ELICIT,1 mo.,Nico,Downregulated,Negative
D4&E4-neuroprostanes formation,2,21,0.095,0.652130073103101,0.76102848500126,MISAME,1-2 mo.,BEP/BEP,Upregulated,Negative
Linoleate metabolism,2,17,0.118,0.652382152760272,0.738173262751029,ELICIT,5 mo.,Nico,Upregulated,Negative
Xenobiotics metabolism,2,17,0.118,0.652382152760272,0.738173262751029,ELICIT,5 mo.,Nico,Upregulated,Negative
Vitamin B3 (nicotinate and nicotinamide) metabolism,3,34,0.088,0.652634232417444,0.736408705150828,MISAME,1-2 mo.,BEP/IFA,Upregulated,Negative
C21-steroid hormone biosynthesis and metabolism,3,34,0.088,0.652634232417444,0.736408705150828,MISAME,1-2 mo.,BEP/IFA,Upregulated,Negative
Vitamin D3 (cholecalciferol) metabolism,1,8,-0.125,0.652802285522225,0.808503487101924,MISAME,14-21 days,BEP/IFA,Downregulated,Negative
Hyaluronan Metabolism,1,8,-0.125,0.652802285522225,0.808503487101924,MISAME,14-21 days,BEP/IFA,Downregulated,Negative
Vitamin D3 (cholecalciferol) metabolism,0,6,0,0.653222418284178,0.653222418284178,Mumta-LW,2 mo.,BEP+ExBf+AZT,Downregulated,Negative
Hyaluronan Metabolism,0,9,0,0.653222418284178,0.653222418284178,Mumta-LW,2 mo.,BEP+ExBf+AZT,Downregulated,Negative
R Group Synthesis,0,2,0,0.653222418284178,0.653222418284178,Mumta-LW,2 mo.,BEP+ExBf+AZT,Downregulated,Negative
Chondroitin sulfate degradation,0,6,0,0.653222418284178,0.653222418284178,Mumta-LW,2 mo.,BEP+ExBf+AZT,Downregulated,Negative
Di-unsaturated fatty acid beta-oxidation,0,6,0,0.653222418284178,0.653222418284178,Mumta-LW,2 mo.,BEP+ExBf+AZT,Downregulated,Negative
Putative anti-Inflammatory metabolites formation from EPA,0,8,0,0.653222418284178,0.653222418284178,Mumta-LW,2 mo.,BEP+ExBf+AZT,Downregulated,Negative
Vitamin B2 (riboflavin) metabolism,0,5,0,0.653222418284178,0.653222418284178,Mumta-LW,2 mo.,BEP+ExBf+AZT,Downregulated,Negative
Keratan sulfate degradation,0,11,0,0.653222418284178,0.653222418284178,Mumta-LW,2 mo.,BEP+ExBf+AZT,Downregulated,Negative
Glycerolipid metabolism,0,0,,0.653222418284178,0.653222418284178,Mumta-LW,2 mo.,BEP+ExBf+AZT,Downregulated,Negative
Carnitine shuttle,0,9,0,0.653222418284178,0.653222418284178,Mumta-LW,2 mo.,BEP+ExBf+AZT,Downregulated,Negative
3-oxo-10R-octadecatrienoate beta-oxidation,0,1,0,0.653222418284178,0.653222418284178,Mumta-LW,2 mo.,BEP+ExBf+AZT,Downregulated,Negative
Alkaloid biosynthesis II,0,13,0,0.653222418284178,0.653222418284178,Mumta-LW,2 mo.,BEP+ExBf+AZT,Downregulated,Negative
Vitamin B5 - CoA biosynthesis from pantothenate,0,5,0,0.653222418284178,0.653222418284178,Mumta-LW,2 mo.,BEP+ExBf+AZT,Downregulated,Negative
Glycosylphosphatidylinositol(GPI)-anchor biosynthesis,0,4,0,0.653222418284178,0.653222418284178,Mumta-LW,2 mo.,BEP+ExBf+AZT,Downregulated,Negative
Parathio degradation,0,1,0,0.653222418284178,0.653222418284178,Mumta-LW,2 mo.,BEP+ExBf+AZT,Downregulated,Negative
Electron transport chain,0,0,,0.653222418284178,0.653222418284178,Mumta-LW,2 mo.,BEP+ExBf+AZT,Downregulated,Negative
Vitamin H (biotin) metabolism,0,5,0,0.653222418284178,0.653222418284178,Mumta-LW,2 mo.,BEP+ExBf+AZT,Downregulated,Negative
Biopterin metabolism,0,2,0,0.653222418284178,0.653222418284178,Mumta-LW,2 mo.,BEP+ExBf+AZT,Downregulated,Negative
Caffeine metabolism,0,3,0,0.653222418284178,0.653222418284178,Mumta-LW,2 mo.,BEP+ExBf+AZT,Downregulated,Negative
Lipoate metabolism,0,0,,0.653222418284178,0.653222418284178,Mumta-LW,2 mo.,BEP+ExBf+AZT,Downregulated,Negative
Heparan sulfate biosynthesis,0,0,,0.653222418284178,0.653222418284178,Mumta-LW,2 mo.,BEP+ExBf+AZT,Downregulated,Negative
Vitamin B9 (folate) metabolism,0,11,0,0.653222418284178,0.653222418284178,Mumta-LW,2 mo.,BEP+ExBf+AZT,Downregulated,Negative
Glycosaminoglycan degradation,0,0,,0.653222418284178,0.653222418284178,Mumta-LW,2 mo.,BEP+ExBf+AZT,Downregulated,Negative
Fatty acid oxidation,0,6,0,0.653222418284178,0.653222418284178,Mumta-LW,2 mo.,BEP+ExBf+AZT,Downregulated,Negative
ROS Detoxification,0,0,,0.653222418284178,0.653222418284178,Mumta-LW,2 mo.,BEP+ExBf+AZT,Downregulated,Negative
Saturated fatty acids beta-oxidation,0,3,0,0.653222418284178,0.653222418284178,Mumta-LW,2 mo.,BEP+ExBf+AZT,Downregulated,Negative
CoA Catabolism,0,4,0,0.653222418284178,0.653222418284178,Mumta-LW,2 mo.,BEP+ExBf+AZT,Downregulated,Negative
Omega-3 fatty acid metabolism,0,15,0,0.653222418284178,0.653222418284178,Mumta-LW,2 mo.,BEP+ExBf+AZT,Downregulated,Negative
Mono-unsaturated fatty acid beta-oxidation,0,4,0,0.653222418284178,0.653222418284178,Mumta-LW,2 mo.,BEP+ExBf+AZT,Downregulated,Negative
Vitamin B3 (nicotinate and nicotinamide) metabolism,0,21,0,0.653222418284178,0.653222418284178,Mumta-LW,2 mo.,BEP+ExBf+AZT,Downregulated,Negative
Geraniol degradation,0,0,,0.653222418284178,0.653222418284178,Mumta-LW,2 mo.,BEP+ExBf+AZT,Downregulated,Negative
Vitamin D,0,0,,0.653222418284178,0.653222418284178,Mumta-LW,2 mo.,BEP+ExBf+AZT,Downregulated,Negative
Dynorphin metabolism,0,1,0,0.653222418284178,0.653222418284178,Mumta-LW,2 mo.,BEP+ExBf+AZT,Downregulated,Negative
Heparan sulfate degradation,0,8,0,0.653222418284178,0.653222418284178,Mumta-LW,2 mo.,BEP+ExBf+AZT,Downregulated,Negative
3-Chloroacrylic acid degradation,0,0,,0.653222418284178,0.653222418284178,Mumta-LW,2 mo.,BEP+ExBf+AZT,Downregulated,Negative
Limonene and pinene degradation,0,0,,0.653222418284178,0.653222418284178,Mumta-LW,2 mo.,BEP+ExBf+AZT,Downregulated,Negative
Proteoglycan biosynthesis,0,14,0,0.653222418284178,0.653222418284178,Mumta-LW,2 mo.,BEP+ExBf+AZT,Downregulated,Negative
Vitamin K metabolism,0,0,,0.653222418284178,0.653222418284178,Mumta-LW,2 mo.,BEP+ExBf+AZT,Downregulated,Negative
Benzoate degradation via CoA ligation,0,1,0,0.653222418284178,0.653222418284178,Mumta-LW,2 mo.,BEP+ExBf+AZT,Downregulated,Negative
Dimethyl-branched-chain fatty acid mitochondrial beta-oxidation,0,0,,0.653222418284178,0.653222418284178,Mumta-LW,2 mo.,BEP+ExBf+AZT,Downregulated,Negative
Vitamin B6 (pyridoxine) metabolism,0,3,0,0.653222418284178,0.653222418284178,Mumta-LW,2 mo.,BEP+ExBf+AZT,Downregulated,Negative
Pentose and Glucuronate Interconversions,0,14,0,0.653222418284178,0.653222418284178,Mumta-LW,2 mo.,BEP+ExBf+AZT,Downregulated,Negative
Atrazine degradation,0,0,,0.653222418284178,0.653222418284178,Mumta-LW,2 mo.,BEP+ExBf+AZT,Downregulated,Negative
Vitamin B12 (cyanocobalamin) metabolism,0,0,,0.653222418284178,0.653222418284178,Mumta-LW,2 mo.,BEP+ExBf+AZT,Downregulated,Negative
Fatty acid activation,0,24,0,0.653222418284178,0.653222418284178,Mumta-LW,2 mo.,BEP+ExBf+AZT,Downregulated,Negative
Nucleotide Sugar Metabolism,0,4,0,0.653222418284178,0.653222418284178,Mumta-LW,2 mo.,BEP+ExBf+AZT,Downregulated,Negative
1- and 2-Methylnaphthalene degradation,0,0,,0.653222418284178,0.653222418284178,Mumta-LW,2 mo.,BEP+ExBf+AZT,Downregulated,Negative
Nitrogen metabolism,0,5,0,0.653222418284178,0.653222418284178,Mumta-LW,2 mo.,BEP+ExBf+AZT,Downregulated,Negative
Drug metabolism - other enzymes,0,2,0,0.653222418284178,0.653222418284178,Mumta-LW,2 mo.,BEP+ExBf+AZT,Downregulated,Negative
Prostaglandin formation from dihomo gama-linoleic acid,0,1,0,0.653222418284178,0.653222418284178,Mumta-LW,2 mo.,BEP+ExBf+AZT,Downregulated,Negative
Trihydroxycoprostanoyl-CoA beta-oxidation,0,2,0,0.653222418284178,0.653222418284178,Mumta-LW,2 mo.,BEP+ExBf+AZT,Downregulated,Negative
Lysine metabolism,5,36,0.139,0.653306444836568,0.738173262751029,ELICIT,5 mo.,Nico,Upregulated,Negative
Carnitine shuttle,1,11,0.091,0.654146710360474,0.771783883707252,ELICIT,1 mo.,Az.,Upregulated,Negative
Vitamin B2 (riboflavin) metabolism,1,9,0.111,0.654650869674817,0.800857070834384,MISAME,14-21 days,BEP/BEP,Upregulated,Negative
Sialic acid metabolism,4,44,-0.091,0.654902949331989,0.735820519284094,Mumta-LW,2 mo.,BEP+ExBf,Downregulated,Negative
Keratan sulfate degradation,1,7,0.143,0.65498697588438,0.763297201915805,ELICIT,1 mo.,Nico,Upregulated,Negative
Xenobiotics metabolism,3,21,-0.143,0.655575161751113,0.761700697420385,ELICIT,1 mo.,Az.,Downregulated,Negative
C21-steroid hormone biosynthesis and metabolism,5,29,0.172,0.655575161751113,0.763297201915805,ELICIT,1 mo.,Nico,Upregulated,Negative
Methionine and cysteine metabolism,15,81,-0.185,0.655659188303504,0.830434417275859,MISAME,1-2 mo.,BEP/IFA,Downregulated,Negative
Vitamin B1 (thiamin) metabolism,1,12,-0.083,0.65649945382741,0.75649105117217,Mumta-LW,1.5 mo.,BEP,Downregulated,Negative
Tyrosine metabolism,29,167,0.174,0.6565834803798,0.7927064952525,MISAME,3-4 mo.,IFA/BEP,Upregulated,Negative
Mono-unsaturated fatty acid beta-oxidation,1,10,0.1,0.6565834803798,0.738173262751029,ELICIT,5 mo.,Nico,Upregulated,Negative
Nitrogen metabolism,1,10,0.1,0.6565834803798,0.738173262751029,ELICIT,5 mo.,Nico,Upregulated,Negative
Drug metabolism - other enzymes,2,18,0.111,0.657087639694143,0.778421981346105,MISAME,14-21 days,BEP/IFA,Upregulated,Negative
Glutathione Metabolism,1,15,0.067,0.657171666246534,0.695739853793799,Mumta-LW,1.5 mo.,BEP+ExBf+AZT,Upregulated,Negative
Phytanic acid peroxisomal oxidation,3,24,0.125,0.657591799008487,0.738173262751029,ELICIT,5 mo.,Nico,Upregulated,Negative
Vitamin B9 (folate) metabolism,2,17,-0.118,0.657675825560877,0.746743971094866,ELICIT,1 mo.,Nico+Az.,Downregulated,Negative
Xenobiotics metabolism,2,17,-0.118,0.657675825560877,0.746743971094866,ELICIT,1 mo.,Nico+Az.,Downregulated,Negative
Purine metabolism,15,93,-0.161,0.657843878665658,0.808503487101924,MISAME,14-21 days,BEP/IFA,Downregulated,Negative
Purine metabolism,11,87,-0.126,0.65809595832283,0.785480211746912,MISAME,1-2 mo.,BEP/BEP,Downregulated,Negative
Vitamin B9 (folate) metabolism,2,20,0.1,0.658348037980002,0.771783883707252,ELICIT,1 mo.,Az.,Upregulated,Negative
Androgen and estrogen biosynthesis and metabolism,2,16,0.125,0.658348037980002,0.762204856734728,ELICIT,1 mo.,Nico+Az.,Upregulated,Negative
Hyaluronan Metabolism,1,6,0.167,0.658768170741955,0.809091672968658,Mumta-LW,2 mo.,BEP+ExBf,Upregulated,Negative
Vitamin B5 - CoA biosynthesis from pantothenate,1,7,0.143,0.659272330056298,0.780942777917822,Mumta-LW,1.5 mo.,BEP+ExBf,Upregulated,Negative
Glycosphingolipid biosynthesis - globoseries,2,22,-0.091,0.659440383161079,0.74439122762793,ELICIT,5 mo.,Az.,Downregulated,Negative
Alanine and Aspartate Metabolism,3,30,-0.1,0.659440383161079,0.75649105117217,Mumta-LW,1.5 mo.,BEP,Downregulated,Negative
Fatty acid activation,2,26,-0.077,0.65952440971347,0.735820519284094,Mumta-LW,2 mo.,BEP+ExBf,Downregulated,Negative
Beta-Alanine metabolism,2,26,-0.077,0.65952440971347,0.735820519284094,Mumta-LW,2 mo.,BEP+ExBf,Downregulated,Negative
Xenobiotics metabolism,4,24,-0.167,0.659860515923032,0.830434417275859,MISAME,1-2 mo.,BEP/IFA,Downregulated,Negative
Sialic acid metabolism,12,60,0.2,0.659860515923032,0.780942777917822,Mumta-LW,1.5 mo.,BEP+ExBf,Upregulated,Negative
Pentose and Glucuronate Interconversions,1,12,0.083,0.659944542475422,0.738761448617763,MISAME,1-2 mo.,IFA/BEP,Upregulated,Negative
Urea cycle/amino group metabolism,5,46,-0.109,0.660616754894547,0.75649105117217,Mumta-LW,1.5 mo.,BEP,Downregulated,Negative
Pentose phosphate pathway,9,49,-0.184,0.660952861104109,0.821947735484413,MISAME,14-21 days,IFA/BEP,Downregulated,Negative
Phosphatidylinositol phosphate metabolism,14,69,0.203,0.661709100075624,0.780942777917822,Mumta-LW,1.5 mo.,BEP+ExBf,Upregulated,Negative
N-Glycan biosynthesis,8,42,0.19,0.662129232837577,0.780942777917822,Mumta-LW,1.5 mo.,BEP+ExBf,Upregulated,Negative
Phytanic acid peroxisomal oxidation,3,19,0.158,0.662381312494748,0.763297201915805,ELICIT,1 mo.,Nico,Upregulated,Negative
Fructose and mannose metabolism,4,31,0.129,0.66254936559953,0.800857070834384,MISAME,14-21 days,BEP/BEP,Upregulated,Negative
Glycosphingolipid biosynthesis - lactoseries,3,16,0.188,0.662801445256701,0.809091672968658,Mumta-LW,2 mo.,BEP+ExBf,Upregulated,Negative
Blood Group Biosynthesis,3,16,0.188,0.662801445256701,0.809091672968658,Mumta-LW,2 mo.,BEP+ExBf,Upregulated,Negative
Glycosphingolipid biosynthesis - neolactoseries,3,16,0.188,0.662801445256701,0.809091672968658,Mumta-LW,2 mo.,BEP+ExBf,Upregulated,Negative
Keratan sulfate biosynthesis,3,16,0.188,0.662801445256701,0.809091672968658,Mumta-LW,2 mo.,BEP+ExBf,Upregulated,Negative
O-Glycan biosynthesis,3,16,0.188,0.662801445256701,0.809091672968658,Mumta-LW,2 mo.,BEP+ExBf,Upregulated,Negative
Androgen and estrogen biosynthesis and metabolism,1,15,0.067,0.663053524913873,0.736408705150828,MISAME,1-2 mo.,BEP/IFA,Upregulated,Negative
Butanoate metabolism,7,65,0.108,0.663725737332997,0.695739853793799,Mumta-LW,1.5 mo.,BEP+ExBf+AZT,Upregulated,Negative
Di-unsaturated fatty acid beta-oxidation,1,11,-0.091,0.663809763885388,0.772708175783548,MISAME,14-21 days,BEP/BEP,Downregulated,Negative
Alkaloid biosynthesis II,1,11,-0.091,0.663809763885388,0.772708175783548,MISAME,14-21 days,BEP/BEP,Downregulated,Negative
Vitamin E metabolism,1,11,-0.091,0.663809763885388,0.772708175783548,MISAME,14-21 days,BEP/BEP,Downregulated,Negative
Beta-Alanine metabolism,3,34,-0.088,0.663809763885388,0.727837996806991,ELICIT,5 mo.,Nico,Downregulated,Negative
Histidine metabolism,2,22,-0.091,0.663893790437778,0.75649105117217,Mumta-LW,1.5 mo.,BEP,Downregulated,Negative
Fatty acid activation,5,33,-0.152,0.66414587009495,0.761700697420385,ELICIT,1 mo.,Az.,Downregulated,Negative
Histidine metabolism,8,38,0.211,0.664397949752122,0.809091672968658,Mumta-LW,2 mo.,BEP+ExBf,Upregulated,Negative
Sialic acid metabolism,6,54,-0.111,0.664481976304512,0.74439122762793,ELICIT,5 mo.,Az.,Downregulated,Negative
Glycolysis and Gluconeogenesis,13,82,-0.159,0.664566002856903,0.808503487101924,MISAME,14-21 days,BEP/IFA,Downregulated,Negative
Vitamin B1 (thiamin) metabolism,1,15,-0.067,0.664566002856903,0.727837996806991,ELICIT,5 mo.,Nico,Downregulated,Negative
"Fatty acid oxidation, peroxisome",1,15,-0.067,0.664566002856903,0.727837996806991,ELICIT,5 mo.,Nico,Downregulated,Negative
Carnitine shuttle,1,13,0.077,0.664902109066465,0.747584236618772,ELICIT,5 mo.,Az.,Upregulated,Negative
D4&E4-neuroprostanes formation,1,13,0.077,0.664902109066465,0.747584236618772,ELICIT,5 mo.,Az.,Upregulated,Negative
Nucleotide Sugar Metabolism,1,7,-0.143,0.664986135618856,0.811276363330813,MISAME,3-4 mo.,BEP/BEP,Downregulated,Negative
Glycosphingolipid biosynthesis - lactoseries,1,10,-0.1,0.664986135618856,0.739433661036888,ELICIT,5 mo.,Nico+Az.,Downregulated,Negative
Blood Group Biosynthesis,1,10,-0.1,0.664986135618856,0.739433661036888,ELICIT,5 mo.,Nico+Az.,Downregulated,Negative
Glycosphingolipid biosynthesis - neolactoseries,1,10,-0.1,0.664986135618856,0.739433661036888,ELICIT,5 mo.,Nico+Az.,Downregulated,Negative
O-Glycan biosynthesis,1,10,-0.1,0.664986135618856,0.739433661036888,ELICIT,5 mo.,Nico+Az.,Downregulated,Negative
Vitamin B3 (nicotinate and nicotinamide) metabolism,2,24,0.083,0.665070162171246,0.7322073775313,ELICIT,5 mo.,Nico+Az.,Upregulated,Negative
Glyoxylate and Dicarboxylate Metabolism,7,39,-0.179,0.665154188723637,0.827241408285018,MISAME,3-4 mo.,BEP/IFA,Downregulated,Negative
Tryptophan metabolism,8,53,-0.151,0.66565834803798,0.808503487101924,MISAME,14-21 days,BEP/IFA,Downregulated,Negative
Galactose metabolism,5,53,0.094,0.665742374590371,0.736408705150828,MISAME,1-2 mo.,BEP/IFA,Upregulated,Negative
Galactose metabolism,6,47,0.128,0.665910427695152,0.778421981346105,MISAME,14-21 days,BEP/IFA,Upregulated,Negative
Glycosphingolipid biosynthesis - lactoseries,2,18,0.111,0.665910427695152,0.738173262751029,ELICIT,5 mo.,Nico,Upregulated,Negative
Blood Group Biosynthesis,2,18,0.111,0.665910427695152,0.738173262751029,ELICIT,5 mo.,Nico,Upregulated,Negative
Glycosphingolipid biosynthesis - neolactoseries,2,18,0.111,0.665910427695152,0.738173262751029,ELICIT,5 mo.,Nico,Upregulated,Negative
Keratan sulfate biosynthesis,2,18,0.111,0.665910427695152,0.738173262751029,ELICIT,5 mo.,Nico,Upregulated,Negative
O-Glycan biosynthesis,2,18,0.111,0.665910427695152,0.738173262751029,ELICIT,5 mo.,Nico,Upregulated,Negative
Pentose and Glucuronate Interconversions,1,16,-0.062,0.666414587009495,0.735820519284094,Mumta-LW,2 mo.,BEP+ExBf,Downregulated,Negative
Glycosphingolipid biosynthesis - ganglioseries,3,19,-0.158,0.666498613561886,0.830434417275859,Mumta-LW,1.5 mo.,BEP+ExBf+AZT,Downregulated,Negative
Drug metabolism - cytochrome P450,3,19,-0.158,0.666498613561886,0.830434417275859,Mumta-LW,1.5 mo.,BEP+ExBf+AZT,Downregulated,Negative
Nitrogen metabolism,1,10,-0.1,0.666750693219057,0.746743971094866,ELICIT,1 mo.,Nico+Az.,Downregulated,Negative
Alanine and Aspartate Metabolism,7,45,-0.156,0.667422905638182,0.840181497353164,MISAME,1-2 mo.,IFA/BEP,Downregulated,Negative
"Fatty acid oxidation, peroxisome",2,19,-0.105,0.668347197714478,0.749936980085707,ELICIT,1 mo.,Nico,Downregulated,Negative
Urea cycle/amino group metabolism,7,54,0.13,0.668431224266868,0.778421981346105,MISAME,14-21 days,BEP/IFA,Upregulated,Negative
Tyrosine metabolism,16,120,0.133,0.66868330392404,0.771783883707252,ELICIT,1 mo.,Az.,Upregulated,Negative
Fatty Acid Metabolism,3,23,0.13,0.669439542895555,0.793546760776405,MISAME,3-4 mo.,BEP/IFA,Upregulated,Negative
Prostaglandin formation from arachidonate,3,19,-0.158,0.669439542895555,0.743971094865978,Mumta-LW,1.5 mo.,BEP+ExBf+AZT,Downregulated,Positive
Phytanic acid peroxisomal oxidation,1,8,-0.125,0.669439542895555,0.743971094865978,Mumta-LW,1.5 mo.,BEP+ExBf+AZT,Downregulated,Positive
Vitamin H (biotin) metabolism,2,9,0.222,0.669691622552727,0.832451054533233,MISAME,3-4 mo.,BEP/BEP,Upregulated,Negative
Vitamin E metabolism,2,9,0.222,0.669691622552727,0.832451054533233,MISAME,3-4 mo.,BEP/BEP,Upregulated,Negative
Urea cycle/amino group metabolism,16,59,0.271,0.669691622552727,0.832451054533233,MISAME,3-4 mo.,BEP/BEP,Upregulated,Negative
Androgen and estrogen biosynthesis and metabolism,2,16,0.125,0.669859675657508,0.7927064952525,MISAME,3-4 mo.,IFA/BEP,Upregulated,Negative
