,VarName,VARLABEL,VarCategory,AnalysisMethod,QUANTIFICATION,UNIT,DERIVATION,ProgrammingNotes,VARDESCRIPTION,VarSubCategory,AdditionalNotes,SecondName,DatabaseID,LOD,VarType
2:51,C5,Valerylcarnitine,Targeted Metabolomics,"FIA-MS/MS, MxP Quant 500; Biocrates","Targeted, Absolute",[µM],No,NA,Lipids,Acylcarnitines,'< LOD' = left censored missing values (below Limit of Detection); Plate normalized and non-normalized versions available; Also see 'Notes on Biocrates data - Version3_July212022.pdf',C5,"HMDB13128, HMDB0000378, HMDB00688, HMDB0041993; CAS-31023-25-3, CAS-31023-24-2, CAS-40225-14-7",0.1124; 0.1081; 0.1081,numeric
2:52,C5.DC..C6.OH.,Glutarylcarnitine (Hydroxyhexanoylcarnitine),Targeted Metabolomics,"FIA-MS/MS, MxP Quant 500; Biocrates","Targeted, Absolute",[µM],No,NA,Lipids,Acylcarnitines,'< LOD' = left censored missing values (below Limit of Detection); Plate normalized and non-normalized versions available; Also see 'Notes on Biocrates data - Version3_July212022.pdf',C5-DC (C6-OH),"HMDB0013130; CAS-102636-82-8, CAS-109006-11-3",0.1902; 0.187; 0.1052,numeric
2:53,C5.M.DC,Methylglutarylcarnitine,Targeted Metabolomics,"FIA-MS/MS, MxP Quant 500; Biocrates","Targeted, Absolute",[µM],No,NA,Lipids,Acylcarnitines,'< LOD' = left censored missing values (below Limit of Detection); Plate normalized and non-normalized versions available; Also see 'Notes on Biocrates data - Version3_July212022.pdf',C5-M-DC,HMDB0000552; CAS-102673-95-0,0.09541; 0.0863069; 0.0671231,numeric
2:54,C5.OH..C3.DC.M.,Hydroxyvalerylcarnitine (Methylmalonylcarnitine),Targeted Metabolomics,"FIA-MS/MS, MxP Quant 500; Biocrates","Targeted, Absolute",[µM],No,NA,Lipids,Acylcarnitines,'< LOD' = left censored missing values (below Limit of Detection); Plate normalized and non-normalized versions available; Also see 'Notes on Biocrates data - Version3_July212022.pdf',C5-OH (C3-DC-M),"HMDB0013132, HMDB0013133; CAS-149181-64-6",0.2918; 0.2786; 0.2738,numeric
2:55,C5.1,Tiglylcarnitine,Targeted Metabolomics,"FIA-MS/MS, MxP Quant 500; Biocrates","Targeted, Absolute",[µM],No,NA,Lipids,Acylcarnitines,'< LOD' = left censored missing values (below Limit of Detection); Plate normalized and non-normalized versions available; Also see 'Notes on Biocrates data - Version3_July212022.pdf',C5:1,HMDB0002366; CAS-64191-86-2,0.07838; 0.1303; 0.0321131,numeric
2:56,C5.1.DC,Glutaconylcarnitine,Targeted Metabolomics,"FIA-MS/MS, MxP Quant 500; Biocrates","Targeted, Absolute",[µM],No,NA,Lipids,Acylcarnitines,'< LOD' = left censored missing values (below Limit of Detection); Plate normalized and non-normalized versions available; Also see 'Notes on Biocrates data - Version3_July212022.pdf',C5:1-DC,HMDB0013129; NA,0.1728; 0.0986667; 0.0615387,numeric
2:57,C6..C4.1.DC.,Hexanoylcarnitine (Fumarylcarnitine),Targeted Metabolomics,"FIA-MS/MS, MxP Quant 500; Biocrates","Targeted, Absolute",[µM],No,NA,Lipids,Acylcarnitines,'< LOD' = left censored missing values (below Limit of Detection); Plate normalized and non-normalized versions available; Also see 'Notes on Biocrates data - Version3_July212022.pdf',C6 (C4:1-DC),"HMDB00756, HMDB0000705; CAS-6418-78-6, CAS-22671-29-0",0.8186; 0.1672; 0.2473,numeric
2:58,C6.1,Hexenoylcarnitine,Targeted Metabolomics,"FIA-MS/MS, MxP Quant 500; Biocrates","Targeted, Absolute",[µM],No,NA,Lipids,Acylcarnitines,'< LOD' = left censored missing values (below Limit of Detection); Plate normalized and non-normalized versions available; Also see 'Notes on Biocrates data - Version3_July212022.pdf',C6:1,HMDB0013161; CAS-99452-58-1,0.6673; 0.2591; 0.1229,numeric
2:59,C7.DC,Pimelylcarnitine,Targeted Metabolomics,"FIA-MS/MS, MxP Quant 500; Biocrates","Targeted, Absolute",[µM],No,NA,Lipids,Acylcarnitines,'< LOD' = left censored missing values (below Limit of Detection); Plate normalized and non-normalized versions available; Also see 'Notes on Biocrates data - Version3_July212022.pdf',C7-DC,HMDB0013328; NA,0.05878; 0.0487885; 0.0660389,numeric
0.125,C8,Octanoylcarnitine,Targeted Metabolomics,"FIA-MS/MS, MxP Quant 500; Biocrates","Targeted, Absolute",[µM],No,NA,Lipids,Acylcarnitines,'< LOD' = left censored missing values (below Limit of Detection); Plate normalized and non-normalized versions available; Also see 'Notes on Biocrates data - Version3_July212022.pdf',C8,"HMDB0000791, HMDB00834; CAS-25243-95-2, CAS-3671-77-0",0.2907; 0.0675836; 0.1602,numeric
0.125694444,C9,Nonanoylcarnitine,Targeted Metabolomics,"FIA-MS/MS, MxP Quant 500; Biocrates","Targeted, Absolute",[µM],No,NA,Lipids,Acylcarnitines,'< LOD' = left censored missing values (below Limit of Detection); Plate normalized and non-normalized versions available; Also see 'Notes on Biocrates data - Version3_July212022.pdf',C9,"HMDB06320, HMDB0013288; CAS-1935-18-8",0.08971; 0.0330882; 0.0251767,numeric
0.126388889,CA,Cholic Acid,Targeted Metabolomics,"LC-MS/MS, MxP Quant 500; Biocrates","Targeted, Absolute",[µM],No,NA,Small Molecules,Bile Acids,'< LOD' = left censored missing values (below Limit of Detection); Plate normalized and non-normalized versions available; Also see 'Notes on Biocrates data - Version3_July212022.pdf',CA,HMDB00619; CAS-81-25-4,0.01481; 0.011498; 0.02,numeric
0.127083333,Carnosine,Carnosine,Targeted Metabolomics,"LC-MS/MS, MxP Quant 500; Biocrates","Targeted, Absolute",[µM],No,NA,Small Molecules,Amino Acid Related,'< LOD' = left censored missing values (below Limit of Detection); Plate normalized and non-normalized versions available; Also see 'Notes on Biocrates data - Version3_July212022.pdf',Carnosine,HMDB00033; CAS-305-84-0,0.2; 0.2; 0.2,numeric
0.127777778,CDCA,Chenodeoxycholic acid,Targeted Metabolomics,"LC-MS/MS, MxP Quant 500; Biocrates","Targeted, Absolute",[µM],No,NA,Small Molecules,Bile Acids,'< LOD' = left censored missing values (below Limit of Detection); Plate normalized and non-normalized versions available; Also see 'Notes on Biocrates data - Version3_July212022.pdf',CDCA,HMDB00518; CAS-474-25-9,0.02; 0.02; 0.02,numeric
0.128472222,CE.14.0.,Cholesteryl ester 14:0,Targeted Metabolomics,"FIA-MS/MS, MxP Quant 500; Biocrates","Targeted, Absolute",[µM],No,NA,Lipids,Cholesteryl Esters,'< LOD' = left censored missing values (below Limit of Detection); Plate normalized and non-normalized versions available; Also see 'Notes on Biocrates data - Version3_July212022.pdf',CE(14:0),HMDB0006725; CAS-1989-52-2,0.4705; 0.4582; 0.4264,numeric
0.129166667,CE.14.1.,Cholesteryl ester 14:1,Targeted Metabolomics,"FIA-MS/MS, MxP Quant 500; Biocrates","Targeted, Absolute",[µM],No,NA,Lipids,Cholesteryl Esters,'< LOD' = left censored missing values (below Limit of Detection); Plate normalized and non-normalized versions available; Also see 'Notes on Biocrates data - Version3_July212022.pdf',CE(14:1),HMDB0062458; NA,0.1192; 0.1069; 0.0599757,numeric
0.129861111,CE.15.0.,Cholesteryl ester 15:0,Targeted Metabolomics,"FIA-MS/MS, MxP Quant 500; Biocrates","Targeted, Absolute",[µM],No,NA,Lipids,Cholesteryl Esters,'< LOD' = left censored missing values (below Limit of Detection); Plate normalized and non-normalized versions available; Also see 'Notes on Biocrates data - Version3_July212022.pdf',CE(15:0),HMDB0060057; NA,0.4396; 0.5562; 0.89,numeric
0.130555556,CE.15.1.,Cholesteryl ester 15:1,Targeted Metabolomics,"FIA-MS/MS, MxP Quant 500; Biocrates","Targeted, Absolute",[µM],No,NA,Lipids,Cholesteryl Esters,'< LOD' = left censored missing values (below Limit of Detection); Plate normalized and non-normalized versions available; Also see 'Notes on Biocrates data - Version3_July212022.pdf',CE(15:1),HMDB0060056; NA,0.6793; 1.396; 0.4232,numeric
0.13125,CE.16.0.,Cholesteryl ester 16:0,Targeted Metabolomics,"FIA-MS/MS, MxP Quant 500; Biocrates","Targeted, Absolute",[µM],No,NA,Lipids,Cholesteryl Esters,'< LOD' = left censored missing values (below Limit of Detection); Plate normalized and non-normalized versions available; Also see 'Notes on Biocrates data - Version3_July212022.pdf',CE(16:0),HMDB00885; CAS-610-34-3,0.8631; 0.6764; 3.52,numeric
0.131944444,CE.16.1.,Cholesteryl ester 16:1,Targeted Metabolomics,"FIA-MS/MS, MxP Quant 500; Biocrates","Targeted, Absolute",[µM],No,NA,Lipids,Cholesteryl Esters,'< LOD' = left censored missing values (below Limit of Detection); Plate normalized and non-normalized versions available; Also see 'Notes on Biocrates data - Version3_July212022.pdf',CE(16:1),HMDB00658; CAS-16711-66-3,0.5077; 0.6473; 0.2373,numeric
0.132638889,CE.17.0.,Cholesteryl ester 17:0,Targeted Metabolomics,"FIA-MS/MS, MxP Quant 500; Biocrates","Targeted, Absolute",[µM],No,NA,Lipids,Cholesteryl Esters,'< LOD' = left censored missing values (below Limit of Detection); Plate normalized and non-normalized versions available; Also see 'Notes on Biocrates data - Version3_July212022.pdf',CE(17:0),HMDB0060059; NA,0.3152; 0.4608; 0.71,numeric
0.133333333,CE.17.1.,Cholesteryl ester 17:1,Targeted Metabolomics,"FIA-MS/MS, MxP Quant 500; Biocrates","Targeted, Absolute",[µM],No,NA,Lipids,Cholesteryl Esters,'< LOD' = left censored missing values (below Limit of Detection); Plate normalized and non-normalized versions available; Also see 'Notes on Biocrates data - Version3_July212022.pdf',CE(17:1),HMDB0060060; NA,0.2651; 0.3203; 0.1243,numeric
0.134027778,CE.18.0.,Cholesteryl ester 18:0,Targeted Metabolomics,"FIA-MS/MS, MxP Quant 500; Biocrates","Targeted, Absolute",[µM],No,NA,Lipids,Cholesteryl Esters,'< LOD' = left censored missing values (below Limit of Detection); Plate normalized and non-normalized versions available; Also see 'Notes on Biocrates data - Version3_July212022.pdf',CE(18:0),HMDB0062461; CAS-35602-69-8,0.3025; 0.4257; 0.2359,numeric
0.134722222,CE.18.1.,Cholesteryl ester 18:1,Targeted Metabolomics,"FIA-MS/MS, MxP Quant 500; Biocrates","Targeted, Absolute",[µM],No,NA,Lipids,Cholesteryl Esters,'< LOD' = left censored missing values (below Limit of Detection); Plate normalized and non-normalized versions available; Also see 'Notes on Biocrates data - Version3_July212022.pdf',CE(18:1),"HMDB00918, HMDB0005189; CAS-303-43-5",0.857; 0.4227; 0.5579,numeric
0.135416667,CE.18.2.,Cholesteryl ester 18:2,Targeted Metabolomics,"FIA-MS/MS, MxP Quant 500; Biocrates","Targeted, Absolute",[µM],No,NA,Lipids,Cholesteryl Esters,'< LOD' = left censored missing values (below Limit of Detection); Plate normalized and non-normalized versions available; Also see 'Notes on Biocrates data - Version3_July212022.pdf',CE(18:2),"HMDB05192; CAS-64-33-1 , CAS-1339-48-8",0.4554; 0.3707; 14.28,numeric
0.136111111,CE.18.3.,Cholesteryl ester 18:3,Targeted Metabolomics,"FIA-MS/MS, MxP Quant 500; Biocrates","Targeted, Absolute",[µM],No,NA,Lipids,Cholesteryl Esters,'< LOD' = left censored missing values (below Limit of Detection); Plate normalized and non-normalized versions available; Also see 'Notes on Biocrates data - Version3_July212022.pdf',CE(18:3),"HMDB0010370, HMDB0010369; CAS-2545-22-4",0.1354; 0.1679; 0.1288,numeric
0.136805556,CE.20.0.,Cholesteryl ester 20:0,Targeted Metabolomics,"FIA-MS/MS, MxP Quant 500; Biocrates","Targeted, Absolute",[µM],No,NA,Lipids,Cholesteryl Esters,'< LOD' = left censored missing values (below Limit of Detection); Plate normalized and non-normalized versions available; Also see 'Notes on Biocrates data - Version3_July212022.pdf',CE(20:0),HMDB0062459; CAS-2573-03-7,3.626; 3.421; 2.511,numeric
0.1375,CE.20.1.,Cholesteryl ester 20:1,Targeted Metabolomics,"FIA-MS/MS, MxP Quant 500; Biocrates","Targeted, Absolute",[µM],No,NA,Lipids,Cholesteryl Esters,'< LOD' = left censored missing values (below Limit of Detection); Plate normalized and non-normalized versions available; Also see 'Notes on Biocrates data - Version3_July212022.pdf',CE(20:1),HMDB06732; CAS-70832-37-0,0.5333; 0.415; 0.5058,numeric
0.138194444,CE.20.3.,Cholesteryl ester 20:3,Targeted Metabolomics,"FIA-MS/MS, MxP Quant 500; Biocrates","Targeted, Absolute",[µM],No,NA,Lipids,Cholesteryl Esters,'< LOD' = left censored missing values (below Limit of Detection); Plate normalized and non-normalized versions available; Also see 'Notes on Biocrates data - Version3_July212022.pdf',CE(20:3),HMDB06736; CAS-7274-08-0,0.1051; 0.1026; 0.0906201,numeric
0.138888889,CE.20.4.,Cholesteryl ester 20:4,Targeted Metabolomics,"FIA-MS/MS, MxP Quant 500; Biocrates","Targeted, Absolute",[µM],No,NA,Lipids,Cholesteryl Esters,'< LOD' = left censored missing values (below Limit of Detection); Plate normalized and non-normalized versions available; Also see 'Notes on Biocrates data - Version3_July212022.pdf',CE(20:4),"HMDB06726, HMDB0010371; CAS-604-34-2",0.1312; 0.2258; 0.3025,numeric
0.139583333,CE.20.5.,Cholesteryl ester 20:5,Targeted Metabolomics,"FIA-MS/MS, MxP Quant 500; Biocrates","Targeted, Absolute",[µM],No,NA,Lipids,Cholesteryl Esters,'< LOD' = left censored missing values (below Limit of Detection); Plate normalized and non-normalized versions available; Also see 'Notes on Biocrates data - Version3_July212022.pdf',CE(20:5),HMDB06731; CAS-74892-97-0,0.3966; 0.3416; 0.1897,numeric
0.140277778,CE.22.0.,Cholesteryl ester 22:0,Targeted Metabolomics,"FIA-MS/MS, MxP Quant 500; Biocrates","Targeted, Absolute",[µM],No,NA,Lipids,Cholesteryl Esters,'< LOD' = left censored missing values (below Limit of Detection); Plate normalized and non-normalized versions available; Also see 'Notes on Biocrates data - Version3_July212022.pdf',CE(22:0),HMDB06727; CAS-61510-09-6,0.05443; 0.0572585; 0.1026,numeric
0.140972222,CE.22.1.,Cholesteryl ester 22:1,Targeted Metabolomics,"FIA-MS/MS, MxP Quant 500; Biocrates","Targeted, Absolute",[µM],No,NA,Lipids,Cholesteryl Esters,'< LOD' = left censored missing values (below Limit of Detection); Plate normalized and non-normalized versions available; Also see 'Notes on Biocrates data - Version3_July212022.pdf',CE(22:1),HMDB0062456; NA,0.1056; 0.0872169; 0.1189,numeric
0.141666667,CE.22.2.,Cholesteryl ester 22:2,Targeted Metabolomics,"FIA-MS/MS, MxP Quant 500; Biocrates","Targeted, Absolute",[µM],No,NA,Lipids,Cholesteryl Esters,'< LOD' = left censored missing values (below Limit of Detection); Plate normalized and non-normalized versions available; Also see 'Notes on Biocrates data - Version3_July212022.pdf',CE(22:2),HMDB06737; NA,0.1166; 0.1052; 0.0979519,numeric
0.142361111,CE.22.5.,Cholesteryl ester 22:5,Targeted Metabolomics,"FIA-MS/MS, MxP Quant 500; Biocrates","Targeted, Absolute",[µM],No,NA,Lipids,Cholesteryl Esters,'< LOD' = left censored missing values (below Limit of Detection); Plate normalized and non-normalized versions available; Also see 'Notes on Biocrates data - Version3_July212022.pdf',CE(22:5),"HMDB10374, HMDB0010375; NA",0.1993; 0.1733; 0.1705,numeric
0.143055556,CE.22.6.,Cholesteryl ester 22:6,Targeted Metabolomics,"FIA-MS/MS, MxP Quant 500; Biocrates","Targeted, Absolute",[µM],No,NA,Lipids,Cholesteryl Esters,'< LOD' = left censored missing values (below Limit of Detection); Plate normalized and non-normalized versions available; Also see 'Notes on Biocrates data - Version3_July212022.pdf',CE(22:6),HMDB06733; CAS-711-5-8,0.3921; 0.1229; 0.2007,numeric
0.14375,Cer.d16.1.18.0.,Ceramide (d16:1/18:0),Targeted Metabolomics,"FIA-MS/MS, MxP Quant 500; Biocrates","Targeted, Absolute",[µM],No,NA,Lipids,Ceramides,'< LOD' = left censored missing values (below Limit of Detection); Plate normalized and non-normalized versions available; Also see 'Notes on Biocrates data - Version3_July212022.pdf',Cer(d16:1/18:0),NA,0.03989; 0.035824; 0.0228066,numeric
0.144444444,Cer.d16.1.20.0.,Ceramide (d16:1/20:0),Targeted Metabolomics,"FIA-MS/MS, MxP Quant 500; Biocrates","Targeted, Absolute",[µM],No,NA,Lipids,Ceramides,'< LOD' = left censored missing values (below Limit of Detection); Plate normalized and non-normalized versions available; Also see 'Notes on Biocrates data - Version3_July212022.pdf',Cer(d16:1/20:0),NA,0.06012; 0.0375809; 0.0182195,numeric
0.145138889,Cer.d16.1.22.0.,Ceramide (d16:1/22:0),Targeted Metabolomics,"FIA-MS/MS, MxP Quant 500; Biocrates","Targeted, Absolute",[µM],No,NA,Lipids,Ceramides,'< LOD' = left censored missing values (below Limit of Detection); Plate normalized and non-normalized versions available; Also see 'Notes on Biocrates data - Version3_July212022.pdf',Cer(d16:1/22:0),NA,0.07516; 0.0548636; 0.03269,numeric
0.145833333,Cer.d16.1.23.0.,Ceramide (d16:1/23:0),Targeted Metabolomics,"FIA-MS/MS, MxP Quant 500; Biocrates","Targeted, Absolute",[µM],No,NA,Lipids,Ceramides,'< LOD' = left censored missing values (below Limit of Detection); Plate normalized and non-normalized versions available; Also see 'Notes on Biocrates data - Version3_July212022.pdf',Cer(d16:1/23:0),NA,0.02921; 0.0374399; 0.014722,numeric
0.146527778,Cer.d16.1.24.0.,Ceramide (d16:1/24:0),Targeted Metabolomics,"FIA-MS/MS, MxP Quant 500; Biocrates","Targeted, Absolute",[µM],No,NA,Lipids,Ceramides,'< LOD' = left censored missing values (below Limit of Detection); Plate normalized and non-normalized versions available; Also see 'Notes on Biocrates data - Version3_July212022.pdf',Cer(d16:1/24:0),NA,0.02981; 0.0400498; 0.023336,numeric
0.147222222,Cer.d18.0.18.0.OH..,Dihydroceramide (d18:0/18:0(OH)),Targeted Metabolomics,"FIA-MS/MS, MxP Quant 500; Biocrates","Targeted, Absolute",[µM],No,NA,Lipids,Dihydroceramides,'< LOD' = left censored missing values (below Limit of Detection); Plate normalized and non-normalized versions available; Also see 'Notes on Biocrates data - Version3_July212022.pdf',Cer(d18:0/18:0(OH)),NA; CAS-215528-91-9,0.8055; 1.52; 0.797,numeric
0.147916667,Cer.d18.0.18.0.,Dihydroceramide (d18:0/18:0),Targeted Metabolomics,"FIA-MS/MS, MxP Quant 500; Biocrates","Targeted, Absolute",[µM],No,NA,Lipids,Dihydroceramides,'< LOD' = left censored missing values (below Limit of Detection); Plate normalized and non-normalized versions available; Also see 'Notes on Biocrates data - Version3_July212022.pdf',Cer(d18:0/18:0),HMDB0011761; CAS-2304-80-5,0.01305; 0.001595; 0.0016015,numeric
0.148611111,Cer.d18.0.20.0.,Dihydroceramide (d18:0/20:0),Targeted Metabolomics,"FIA-MS/MS, MxP Quant 500; Biocrates","Targeted, Absolute",[µM],No,NA,Lipids,Dihydroceramides,'< LOD' = left censored missing values (below Limit of Detection); Plate normalized and non-normalized versions available; Also see 'Notes on Biocrates data - Version3_July212022.pdf',Cer(d18:0/20:0),HMDB0011764; CAS-121459-06-1,0.04718; 0.0277432; 0.0172172,numeric
0.149305556,Cer.d18.0.22.0.,Dihydroceramide (d18:0/22:0),Targeted Metabolomics,"FIA-MS/MS, MxP Quant 500; Biocrates","Targeted, Absolute",[µM],No,NA,Lipids,Dihydroceramides,'< LOD' = left censored missing values (below Limit of Detection); Plate normalized and non-normalized versions available; Also see 'Notes on Biocrates data - Version3_July212022.pdf',Cer(d18:0/22:0),HMDB0011765; CAS-147492-65-7,0.1768; 0.1628; 0.0982128,numeric
0.15,Cer.d18.0.24.0.,Dihydroceramide (d18:0/24:0),Targeted Metabolomics,"FIA-MS/MS, MxP Quant 500; Biocrates","Targeted, Absolute",[µM],No,NA,Lipids,Dihydroceramides,'< LOD' = left censored missing values (below Limit of Detection); Plate normalized and non-normalized versions available; Also see 'Notes on Biocrates data - Version3_July212022.pdf',Cer(d18:0/24:0),HMDB0011768; CAS-6063-36-1,0.164; 0.1066; 0.0787291,numeric
